云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道配置商户号|渠道交易商户号|
1590736732490313728|消费|93700|0|2022-11-11 00:02:54|2211119616568756314|93700|221111122430170206|375|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****4inA|-|5603020591235AN|5603020591235AN|
1590737157608189952|消费|61800|0|2022-11-11 00:04:33|2211119626768987234|61800|221111123530173775|247|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****S6pQ|-|5603020591235AN|5603020591235AN|
1590737171977867264|消费|176520|0|2022-11-11 00:04:37|2211119627068282587|176520|221111120930168439|706|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****EGnQ|信用卡|5603020591235AN|5603020591235AN|
1590741454722965504|消费|88500|0|2022-11-11 00:21:38|2211119729168530209|88500|221111120430176778|354|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****ZHXY|-|5603020591235AN|5603020591235AN|
1590745619310325760|消费|17140|0|2022-11-11 00:38:16|2211119828468582618|17140|221111127530175637|69|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****VjRw|-|5603020591235AN|5603020591235AN|
1590747227905597440|消费|52500|0|2022-11-11 00:44:35|2211119866868476845|52500|221111127930174876|210|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****q6RI|-|5603020591235AN|5603020591235AN|
1590749372734251008|消费|107880|0|2022-11-11 00:53:10|2211119917968535785|107880|221111126630172487|432|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****1dwI|信用卡|5603020591235AN|5603020591235AN|
1590757235410092032|消费|88500|0|2022-11-11 01:24:24|2211110105468015899|88500|221111120130175329|354|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****heFY|-|5603020591235AN|5603020591235AN|
1590762388443906048|消费|112500|0|2022-11-11 01:44:51|2211110228268402244|112500|221111128930182837|450|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****G29g|-|5603020591235AN|5603020591235AN|
1590766508869427200|平台转账|16212368|0|2022-11-11 02:01:05|65436786-a929-4817-9dfd-d2e99bfd5655|0|0|0|0|0|0||||||||||||
1590766510375186432|平台转账|450142|0|2022-11-11 02:01:06|c8a43f98-957d-4287-8d7a-525f1f6d4bc2|0|0|0|0|0|0||||||||||||
1590766514984730624|平台转账|20737|0|2022-11-11 02:01:06|f7ef9e7f-03d3-41cc-aef4-791473093386|0|0|0|0|0|0||||||||||||
1590766516377231360|平台转账|12727|0|2022-11-11 02:01:07|11609b18-b3a7-40ae-aab6-c992628088be|0|0|0|0|0|0||||||||||||
1590766517971070976|平台转账|25264589|0|2022-11-11 02:01:07|999ddf7b-06f0-4f7b-a54e-08ac812df6f1|0|0|0|0|0|0||||||||||||
1590766519476822016|平台转账|7384636|0|2022-11-11 02:01:08|56926470-c8c1-4edf-ae45-951da744bbaf|0|0|0|0|0|0||||||||||||
1590766520785453056|平台转账|3066679|0|2022-11-11 02:01:08|96f1c634-2d81-4b24-9e76-9858259ee458|0|0|0|0|0|0||||||||||||
1590766522131816448|平台转账|1294|0|2022-11-11 02:01:08|7f84e0ef-b516-4eaf-b466-e247e84997b4|0|0|0|0|0|0||||||||||||
