云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道配置商户号|渠道交易商户号|
1587142634923626496|平台转账|19726628|0|2022-11-01 02:01:06|f685d281-f7ec-4c29-a19c-dffd42fdc965|0|0|0|0|0|0||||||||||||
1587142636123197440|平台转账|3128615|0|2022-11-01 02:01:06|8f2e0b57-a12c-4dbb-a314-d7c8943e2256|0|0|0|0|0|0||||||||||||
1587142637150810112|平台转账|11043|0|2022-11-01 02:01:07|adcdc71d-324c-4e8f-be9f-6d6daa9b2597|0|0|0|0|0|0||||||||||||
1587142638056771584|平台转账|944008|0|2022-11-01 02:01:07|4ba6e931-2b8b-4b96-b37f-44e62407b847|0|0|0|0|0|0||||||||||||
1587142639214403584|平台转账|597500|0|2022-11-01 02:01:07|83ee04e6-0c7c-45be-b502-ba50031aae41|0|0|0|0|0|0||||||||||||
1587142640237817856|平台转账|576145|0|2022-11-01 02:01:07|f3c5d81d-fe70-40e2-8e31-75c08e00cb49|0|0|0|0|0|0||||||||||||
1587142641391251456|平台转账|17430|0|2022-11-01 02:01:08|cf7b291a-0b4c-4dd2-a3bb-3a8b5650f8b2|0|0|0|0|0|0||||||||||||
1587142642674704384|平台转账|13517535|0|2022-11-01 02:01:08|1377b867-a911-48fd-b690-34a6ff939761|0|0|0|0|0|0||||||||||||
1587142643643584512|平台转账|340164|0|2022-11-01 02:01:08|69abe82c-ebcb-44c8-aa46-213c5c14773d|0|0|0|0|0|0||||||||||||
1587142644750893056|平台转账|15781718|0|2022-11-01 02:01:08|73769360-a890-4b2d-ad62-271776e3a5fa|0|0|0|0|0|0||||||||||||
1587142645828829184|平台转账|375134|0|2022-11-01 02:01:09|849aed48-df6e-4a6a-b87b-f9af24edb0c2|0|0|0|0|0|0||||||||||||
1587142646839644160|平台转账|3544319|0|2022-11-01 02:01:09|39bfed0c-8a51-42cd-9a46-62134817bed7|0|0|0|0|0|0||||||||||||
1587214880874704896|消费|32800|0|2022-11-01 06:48:19|2211015649167148498|32800|221101127929487656|131|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****BJJU|-|5603020591235AN|5603020591235AN|
1587218199877787648|消费|32900|0|2022-11-01 07:01:29|2211015728267404554|32900|221101121929485481|132|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****ky0E|-|5603020591235AN|5603020591235AN|
1587219062834868224|消费|14360|0|2022-11-01 07:04:58|2211015748867837061|14360|221101125629482633|57|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****E3us|信用卡|5603020591235AN|5603020591235AN|
1587219156439142400|消费|16480|0|2022-11-01 07:05:17|2211015751067940713|16480|221101127429492111|66|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****UuLI|-|5603020591235AN|5603020591235AN|
1587219708124348416|消费|16800|0|2022-11-01 07:07:32|2211015764167631633|16800|221101128429484992|67|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****Uxos|-|5603020591235AN|5603020591235AN|
1587222558313291776|消费|52500|0|2022-11-01 07:18:49|2211015832167301305|52500|221101122529491471|210|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****NGHM|-|5603020591235AN|5603020591235AN|
1587222761925779456|消费|88500|0|2022-11-01 07:19:48|2211015837067650540|88500|221101124229494409|354|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****5tCY|信用卡|5603020591235AN|5603020591235AN|
1587225688161665024|消费|32900|0|2022-11-01 07:31:36|2211015906767057470|32900|221101122929487437|132|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****Qlt8|-|5603020591235AN|5603020591235AN|
1587227855085899776|消费|161820|0|2022-11-01 07:40:01|2211015958467656486|161820|221101128129493070|647|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****YE4g|-|5603020591235AN|5603020591235AN|
1587231506986708992|消费|161820|0|2022-11-01 07:54:23|2211016045467140584|161820|221101127429495538|647|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****JxQ0|-|5603020591235AN|5603020591235AN|
1587232148216098816|消费|265500|0|2022-11-01 07:56:53|2211016060767798167|265500|221101128329484528|1062|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****BFJQ|-|5603020591235AN|5603020591235AN|
1587232161163919360|消费|22437|0|2022-11-01 07:56:56|2211016061167797638|22437|221101126429487828|90|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****xob4|-|5603020591235AN|5603020591235AN|
1587232300125392896|消费|22400|0|2022-11-01 07:57:31|2211016064467970619|22400|221101128629490675|90|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****8ep0|信用卡|5603020591235AN|5603020591235AN|
1587232629281787904|消费|107880|0|2022-11-01 07:58:54|2211016072267489733|107880|221101124429485974|432|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****2w3w|-|5603020591235AN|5603020591235AN|
1587233852672188416|消费|20600|0|2022-11-01 08:03:45|2211016101467593881|20600|221101123429491270|82|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****gJJE|-|5603020591235AN|5603020591235AN|
1587234168658468864|消费|16480|0|2022-11-01 08:04:56|2211016108967981539|16480|221101121129482585|66|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****RADw|-|5603020591235AN|5603020591235AN|
1587234443817402368|消费|44600|0|2022-11-01 08:06:02|2211016115567648147|44600|221101120329487241|178|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****NHcQ|-|5603020591235AN|5603020591235AN|
1587234722445017088|消费|105000|0|2022-11-01 08:07:17|2211016122167421056|105000|221101123929497498|420|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****zlN0|信用卡|5603020591235AN|5603020591235AN|
1587234913738821632|消费|15064|0|2022-11-01 08:07:53|2211016126767500440|15064|221101121329483671|60|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****_3Os|-|5603020591235AN|5603020591235AN|
1587235148359798784|消费|53940|0|2022-11-01 08:08:51|2211016132367917254|53940|221101121929490183|216|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****9x-Q|-|5603020591235AN|5603020591235AN|
1587235291263930368|消费|54280|0|2022-11-01 08:09:25|2211016135767312457|54280|221101120329487501|217|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****xl1c|-|5603020591235AN|5603020591235AN|
1587235426664456192|消费|107880|0|2022-11-01 08:09:57|2211016138967916092|107880|221101122229496974|432|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****smoM|-|5603020591235AN|5603020591235AN|
1587235556302012416|消费|177000|0|2022-11-01 08:10:26|2211016142067844775|177000|221101126729498556|708|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****w55Q|-|5603020591235AN|5603020591235AN|
1587235737877626881|消费|205200|0|2022-11-01 08:11:22|2211016146367639458|205200|221101126129493541|821|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****Qg2E|-|5603020591235AN|5603020591235AN|
1587236459809611776|消费|53940|0|2022-11-01 08:14:04|2211016163567478996|53940|221101128729490474|216|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****LuZ8|信用卡|5603020591235AN|5603020591235AN|
1587236506425114624|消费|102600|0|2022-11-01 08:14:13|2211016164767823413|102600|221101125929480046|410|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****4bmk|-|5603020591235AN|5603020591235AN|
1587237497321041920|消费|102600|0|2022-11-01 08:18:11|2211016188367194961|102600|221101129329497352|410|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****mTnk|-|5603020591235AN|5603020591235AN|
1587238001145032704|消费|337500|0|2022-11-01 08:20:16|2211016200367157550|337500|221101128429490154|1350|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****ldAc|-|5603020591235AN|5603020591235AN|
1587238065221414912|消费|88500|0|2022-11-01 08:20:27|2211016201867717435|88500|221101123629491097|354|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****UQjs|-|5603020591235AN|5603020591235AN|
1587238392205156352|消费|88500|0|2022-11-01 08:21:46|2211016209667707646|88500|221101128029484297|354|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****7c_k|-|5603020591235AN|5603020591235AN|
1587239975823347712|消费|16800|0|2022-11-01 08:28:07|2211016247467197310|16800|221101124529479515|67|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****_wmI|-|5603020591235AN|5603020591235AN|
1587240100058632192|消费|10770|0|2022-11-01 08:28:29|2211016250367833845|10770|221101123029493568|43|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****Kf_4|-|5603020591235AN|5603020591235AN|
1587240192467550208|消费|16800|0|2022-11-01 08:29:02|2211016252567039734|16800|221101122129487152|67|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****_wmI|-|5603020591235AN|5603020591235AN|
1587240860049747968|消费|14360|0|2022-11-01 08:31:37|2211016268567748392|14360|221101127829490645|57|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****u7g4|-|5603020591235AN|5603020591235AN|
