云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道配置商户号|渠道交易商户号|
1595447132511289344|消费|10290|0|2022-11-24 00:00:21|2211241921269978620|10290|221124129831048623|41|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****DH40|-|5603020591235AN|5603020591235AN|
1595449819642470400|消费|107880|0|2022-11-24 00:10:58|2211241985369283640|107880|221124120031047743|432|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****O90Q|信用卡|5603020591235AN|5603020591235AN|
1595453817942454272|消费|112500|0|2022-11-24 00:26:55|2211242080669234100|112500|221124126431043653|450|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****uQ80|-|5603020591235AN|5603020591235AN|
1595477602485682176|平台转账|18099501|0|2022-11-24 02:01:17|2cf08adb-7ffc-4772-84bf-70ca03bd8e57|0|0|0|0|0|0||||||||||||
1595477604788346880|平台转账|169171|0|2022-11-24 02:01:18|b32be795-3d6e-4d55-bea1-126e8f160da3|0|0|0|0|0|0||||||||||||
1595477606688370688|平台转账|23220|0|2022-11-24 02:01:18|f65e4a8c-23dc-486e-b9aa-ae6d646dc021|0|0|0|0|0|0||||||||||||
1595477608953294848|平台转账|4574885|0|2022-11-24 02:01:19|4e083fb8-625e-4178-83ea-3f08f7d73da6|0|0|0|0|0|0||||||||||||
1595477610903642112|平台转账|192726|0|2022-11-24 02:01:19|a0993f98-681d-4be1-ac86-6a6ebed22ce5|0|0|0|0|0|0||||||||||||
1595477613281812480|平台转账|357856|0|2022-11-24 02:01:20|ec52f2aa-44bf-4a4c-bf8f-c228070a28c9|0|0|0|0|0|0||||||||||||
1595477616893104128|平台转账|1322308|0|2022-11-24 02:01:21|beffbc5d-b158-4afb-8a87-604ee4559b55|0|0|0|0|0|0||||||||||||
1595477619334189056|平台转账|887390|0|2022-11-24 02:01:21|44f25ee7-076d-4f79-a17d-c12471a68bad|0|0|0|0|0|0||||||||||||
