云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道配置商户号|渠道交易商户号|
1595839986811277312|平台转账|19740509|0|2022-11-25 02:01:16|55d7a781-7f04-465b-8443-0f3c1dda0959|0|0|0|0|0|0||||||||||||
1595839988900052992|平台转账|13645|0|2022-11-25 02:01:17|1dffd66b-7778-460a-b919-112a124c61cd|0|0|0|0|0|0||||||||||||
1595839990460329984|平台转账|91034|0|2022-11-25 02:01:17|22c84a5d-4062-4610-a7a8-33af96705ccb|0|0|0|0|0|0||||||||||||
1595839991613755392|平台转账|5866|0|2022-11-25 02:01:18|afb0e1fe-5c7d-47e9-91de-3fed8c346958|0|0|0|0|0|0||||||||||||
1595839993106931712|平台转账|2490|0|2022-11-25 02:01:18|72ef08da-4c6c-4572-bb64-f5fc157689f1|0|0|0|0|0|0||||||||||||
1595839994646237184|平台转账|17957|0|2022-11-25 02:01:18|3fcc3351-808a-4a0a-9814-ac8290315e15|0|0|0|0|0|0||||||||||||
1595839996273639424|平台转账|17497493|0|2022-11-25 02:01:19|e49ddfc6-cb7a-4d3d-9438-a93fb78b3f43|0|0|0|0|0|0||||||||||||
1595839997724860416|平台转账|16063399|0|2022-11-25 02:01:19|7f2e8cd3-fe1f-4562-8da1-2b0c2045552e|0|0|0|0|0|0||||||||||||
1595839999159316480|平台转账|1913869|0|2022-11-25 02:01:19|44ef32fe-bb27-4f3d-8ed1-9246a78f262e|0|0|0|0|0|0||||||||||||
1595840000535052288|平台转账|162448|0|2022-11-25 02:01:20|c5be9785-32a7-42e7-aab5-e34f4b73d97b|0|0|0|0|0|0||||||||||||
1595840001814315008|平台转账|34638|0|2022-11-25 02:01:20|24547474-e9af-48aa-8e84-5bcd69c1a633|0|0|0|0|0|0||||||||||||
1595840003202621440|平台转账|459153|0|2022-11-25 02:01:20|41b1d5a8-0aef-4d23-a81b-c878af19ded3|0|0|0|0|0|0||||||||||||
1595871234099257344|消费|88500|0|2022-11-25 04:05:32|2211252032669908879|88500|221125120531132390|354|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****yVd0|-|5603020591235AN|5603020591235AN|
1595915583302410240|消费|102960|0|2022-11-25 07:01:50|2211253090069558713|102960|221125123431123474|412|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****CWzc|信用卡|5603020591235AN|5603020591235AN|
1595916868730757120|消费|53940|0|2022-11-25 07:06:53|2211253120669677828|53940|221125128231113792|216|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****m18k|-|5603020591235AN|5603020591235AN|
1595919745847136256|消费|107880|0|2022-11-25 07:18:21|2211253189269422397|107880|221125125931111732|432|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****XArM|-|5603020591235AN|5603020591235AN|
1595923559388028928|消费|59400|0|2022-11-25 07:33:35|2211253280169416545|59400|221125127531127894|238|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****WhOE|-|5603020591235AN|5603020591235AN|
1595923621069467648|消费|88500|0|2022-11-25 07:33:51|2211253281669286177|88500|1595923621069467648D1|230|0|0|0||||QUICKPAY_TLT|||代收|||200581000018773|200581000018773|
1595923743635410944|消费|205200|0|2022-11-25 07:34:12|2211253284569462058|205200|221125129431122597|821|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****fob4|信用卡|5603020591235AN|5603020591235AN|
1595925829320187904|消费|161820|0|2022-11-25 07:42:33|2211253334369378011|161820|221125120331122269|647|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****H3J8|-|5603020591235AN|5603020591235AN|
1595926380736946176|消费|161820|0|2022-11-25 07:44:41|2211253347469490234|161820|221125127631119585|647|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****vAzY|信用卡|5603020591235AN|5603020591235AN|
1595928101060100096|消费|88500|0|2022-11-25 07:51:32|2211253388469950182|88500|221125128431123949|354|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****7-yI|-|5603020591235AN|5603020591235AN|
1595928529055260672|消费|46200|0|2022-11-25 07:53:14|2211253398669039239|46200|221125120831123647|185|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****RArU|-|5603020591235AN|5603020591235AN|
1595929082799865856|消费|53940|0|2022-11-25 07:55:24|2211253411869380601|53940|221125124931130904|216|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****m6W4|-|5603020591235AN|5603020591235AN|
1595930218319593472|消费|107880|0|2022-11-25 07:59:56|2211253438969849335|107880|221125129631124506|432|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****X6ps|-|5603020591235AN|5603020591235AN|
1595930701264334848|消费|38700|0|2022-11-25 08:01:51|2211253450469791438|38700|221125129431124534|155|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****0I4U|信用卡|5603020591235AN|5603020591235AN|
1595930689985843200|消费|177000|0|2022-11-25 08:01:51|2211253450169004196|177000|221125120531138260|708|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****boBc|-|5603020591235AN|5603020591235AN|
1595930797418749952|消费|225000|0|2022-11-25 08:02:16|2211253452769920881|225000|221125121831136059|900|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****7bWQ|信用卡|5603020591235AN|5603020591235AN|
