云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道配置商户号|渠道交易商户号|
1589315263747080192|消费|161820|0|2022-11-07 01:54:28|2211075726167298898|161820|221107129629897652|647|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****v9Vs|-|5603020591235AN|5603020591235AN|
1589316960150097920|平台转账|8987119|0|2022-11-07 02:01:06|505406ec-a761-4472-ac8f-85a2e781d7bb|0|0|0|0|0|0||||||||||||
1589316961999785984|平台转账|32948|0|2022-11-07 02:01:06|98fb760d-5aca-495d-b1d4-635bc0b0f2f7|0|0|0|0|0|0||||||||||||
1589316963195170816|平台转账|269442|0|2022-11-07 02:01:06|52136a3f-5921-4d05-8791-1d1dd2d9cef1|0|0|0|0|0|0||||||||||||
1589316964973547520|平台转账|203586|0|2022-11-07 02:01:07|8531d17b-238b-4f68-986b-4b30dac052cc|0|0|0|0|0|0||||||||||||
1589316966387036160|平台转账|176192|0|2022-11-07 02:01:07|161f6053-bf51-4624-8320-20119bc98978|0|0|0|0|0|0||||||||||||
1589316967943114752|平台转账|11035|0|2022-11-07 02:01:08|2a42c7d2-6efc-4b54-843a-8498ec52b1e3|0|0|0|0|0|0||||||||||||
1589316969700540416|平台转账|888453|0|2022-11-07 02:01:08|dea7c527-ac9c-4828-888c-74e9b97ffa3b|0|0|0|0|0|0||||||||||||
1589316971432775680|平台转账|10442361|0|2022-11-07 02:01:08|3c764e79-d3e4-4439-bc37-aa664da11cf5|0|0|0|0|0|0||||||||||||
1589316972712042496|平台转账|2483455|0|2022-11-07 02:01:09|a98ca282-164e-4b29-81ff-123857b1c026|0|0|0|0|0|0||||||||||||
1589316974142308352|平台转账|15205083|0|2022-11-07 02:01:09|3ee1d55c-d715-4dac-972c-30152a40ad37|0|0|0|0|0|0||||||||||||
1589316975488675840|平台转账|2051174|0|2022-11-07 02:01:09|d735a89a-c6dc-4c1d-944f-e003741d3d4d|0|0|0|0|0|0||||||||||||
1589316976725995520|平台转账|28286|0|2022-11-07 02:01:10|d9717555-20b3-43f8-90b9-4905a8843dc6|0|0|0|0|0|0||||||||||||
1589322545604075520|消费|88500|0|2022-11-07 02:23:29|2211075899767113228|88500|221107125829898205|354|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****7MQ0|-|5603020591235AN|5603020591235AN|
1589338668269572096|消费|50400|0|2022-11-07 03:27:31|2211076284167294742|50400|221107123129899864|202|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****RnXc|信用卡|5603020591235AN|5603020591235AN|
1589354521979527168|消费|53940|0|2022-11-07 04:30:29|2211076662167765805|53940|221107124429895770|216|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****yeFo|-|5603020591235AN|5603020591235AN|
