云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道配置商户号|渠道交易商户号|
1590014967849947136|消费|13800|0|2022-11-09 00:14:50|2211092408367058095|13800|221109120630042651|55|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****evj8|-|5603020591235AN|5603020591235AN|
1590041731506647040|平台转账|13695120|0|2022-11-09 02:01:05|58d1fccd-93aa-43ad-b697-ba8908b15606|0|0|0|0|0|0||||||||||||
1590041733578625024|平台转账|110775|0|2022-11-09 02:01:05|fdd06cd8-53c9-47de-a9e0-26b26f40f039|0|0|0|0|0|0||||||||||||
1590041735357018112|平台转账|969506|0|2022-11-09 02:01:06|8f7c54be-3030-4fc8-ab3a-ac9bdc77ca73|0|0|0|0|0|0||||||||||||
1590041736921485312|平台转账|21812|0|2022-11-09 02:01:06|e7bd3d87-7109-4ff9-b27d-4cf1ec055228|0|0|0|0|0|0||||||||||||
1590041738003615744|平台转账|18416577|0|2022-11-09 02:01:06|fc0e557d-76e9-44db-8b0e-0f03bf14eafc|0|0|0|0|0|0||||||||||||
1590041739316432896|平台转账|208557|0|2022-11-09 02:01:06|d53b5a5c-7224-493b-a360-95a2500052c6|0|0|0|0|0|0||||||||||||
1590041740503420928|平台转账|10268891|0|2022-11-09 02:01:07|82b86a72-9adf-4f7f-9dde-42d107007298|0|0|0|0|0|0||||||||||||
1590041741858189312|平台转账|2270380|0|2022-11-09 02:01:07|e8e3848e-4fb1-4254-a061-fa94aab666a5|0|0|0|0|0|0||||||||||||
1590079854630412288|消费|32900|0|2022-11-09 04:32:41|2211093955367424787|32900|221109122930036390|132|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****RrKg|-|5603020591235AN|5603020591235AN|
1590104311906439168|消费|53940|0|2022-11-09 06:09:53|2211094538567016726|53940|221109124030039785|216|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****8mOI|-|5603020591235AN|5603020591235AN|
1590105068198170624|消费|81000|0|2022-11-09 06:12:54|2211094556567756837|81000|221109120830033707|324|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****ivgg|信用卡|5603020591235AN|5603020591235AN|
1590107097704443904|消费|500|0|2022-11-09 06:20:56|2211094604867853180|500|221109123130037501|2|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****gyZA|-|5603020591235AN|5603020591235AN|
1590110044521775104|消费|28000|0|2022-11-09 06:32:37|2211094675167535355|28000|221109119845409371|112|0|0|0||||WECHATPAY_MINIPROGRAM_ORG|||微信支付|o3OMr5****veCE|-|561301059126Z30|5533020591240AP|
1590115956888178688|消费|53940|0|2022-11-09 06:56:07|2211094816167510069|53940|221109126130042088|216|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****rROQ|-|5603020591235AN|5603020591235AN|
1590118062365884416|消费|112500|0|2022-11-09 07:04:34|2211094866367979652|112500|221109123830046766|450|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****NpAQ|信用卡|5603020591235AN|5603020591235AN|
1590118815276998656|消费|12000|0|2022-11-09 07:07:31|2211094884267572355|12000|221109126630037506|48|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****Fc84|-|5603020591235AN|5603020591235AN|
1590119126284640256|消费|15400|0|2022-11-09 07:08:44|2211094891767954427|15400|221109123230031828|62|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****igJk|-|5603020591235AN|5603020591235AN|
1590127392993579008|消费|32900|0|2022-11-09 07:41:38|2211095088867956001|32900|221109126630039812|132|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****F7kg|信用卡|5603020591235AN|5603020591235AN|
1590129945152069632|消费|65800|0|2022-11-09 07:51:49|2211095149667661073|65800|221109125930029952|263|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****TbGU|-|5603020591235AN|5603020591235AN|
1590130050345209856|消费|112500|0|2022-11-09 07:52:07|2211095152167603349|112500|221109126530036892|450|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****zVSc|-|5603020591235AN|5603020591235AN|
1590130308160696320|消费|88500|0|2022-11-09 07:53:12|2211095158367426773|88500|221109126130045756|354|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****w7t8|信用卡|5603020591235AN|5603020591235AN|
1590130344911192064|消费|53940|0|2022-11-09 07:53:18|2211095159167981640|53940|221109121630035852|216|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****Lrec|-|5603020591235AN|5603020591235AN|
1590130557159743488|消费|29420|0|2022-11-09 07:54:08|2211095164267115852|29420|221109124030044255|118|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****E3r0|-|5603020591235AN|5603020591235AN|
1590131652586119168|消费|38700|0|2022-11-09 07:58:29|2211095190367736770|38700|221109123430042863|155|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****akj4|-|5603020591235AN|5603020591235AN|
1590131720949084160|消费|15400|0|2022-11-09 07:58:47|2211095191967482445|15400|221109123930049105|62|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****WyXA|-|5603020591235AN|5603020591235AN|
