云商通订单号|订单类型|交易金额(单位:分)|手续费金额(单位:分)|交易时间|商户订单编号|渠道金额|渠道流水号|渠道手续费(单位:分)|云商通手续费(单位:分)|分期金额(单位:分)|持卡人手续费(单位:分)|扩展参数|预付卡是否结算|预付卡交易金额(单位:分)|支付方式|原商户订单号|原云商通订单号|渠道交易类型|卡号|卡类别|渠道配置商户号|渠道交易商户号|
1591108792521596928|消费|7350|0|2022-11-12 00:41:18|2211128487168227637|7350|221112120530256912|29|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****S2Aw|-|5603020591235AN|5603020591235AN|
1591110737860759552|消费|161820|0|2022-11-12 00:49:01|2211128533568853938|161820|221112128530241415|647|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****CLuI|-|5603020591235AN|5603020591235AN|
1591128902464442368|平台转账|18010328|0|2022-11-12 02:01:06|f3c48103-949a-44ef-8706-d91150e82bb8|0|0|0|0|0|0||||||||||||
1591128904163135488|平台转账|152002|0|2022-11-12 02:01:07|0e6b7c53-bd98-4a4e-8369-7d778f277b96|0|0|0|0|0|0||||||||||||
1591128906306428928|平台转账|36254|0|2022-11-12 02:01:07|40fc8f0a-547e-41e9-ad92-ecaf5d0df10a|0|0|0|0|0|0||||||||||||
1591128908260974592|平台转账|88046|0|2022-11-12 02:01:08|ed493794-48e9-4c6a-a884-2c46c3412947|0|0|0|0|0|0||||||||||||
1591128910311985152|平台转账|19175483|0|2022-11-12 02:01:08|7b607a9c-8e19-4312-95e1-5e3243ff871a|0|0|0|0|0|0||||||||||||
1591128911905824768|平台转账|7712334|0|2022-11-12 02:01:09|89db645d-5c44-4b42-a93e-4dc476f68751|0|0|0|0|0|0||||||||||||
1591128913902317568|平台转账|3507327|0|2022-11-12 02:01:09|0dc80c00-c00e-4aa8-8cc0-244dc3516c07|0|0|0|0|0|0||||||||||||
1591135899255586816|消费|161820|0|2022-11-12 02:29:01|2211129133468500275|161820|221112125930234112|647|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****Jcb8|信用卡|5603020591235AN|5603020591235AN|
1591164284774129664|消费|102600|0|2022-11-12 04:21:56|2211129810268088879|102600|221112128130250390|410|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****rj1I|信用卡|5603020591235AN|5603020591235AN|
1591191883592253440|消费|52500|0|2022-11-12 06:11:34|2211120468268469037|52500|221112120430249551|210|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****tgKQ|-|5603020591235AN|5603020591235AN|
1591216172194340864|消费|205200|0|2022-11-12 07:48:02|2211121047368017395|205200|221112124130248703|821|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****j46U|-|5603020591235AN|5603020591235AN|
1591216505972867072|消费|112500|0|2022-11-12 07:49:21|2211121055268773806|112500|221112125830248488|450|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****Uz1w|-|5603020591235AN|5603020591235AN|
1591216553423015936|消费|205200|0|2022-11-12 07:49:30|2211121056468417706|205200|221112128630251174|821|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****tKxc|-|5603020591235AN|5603020591235AN|
1591216519864401920|消费|161820|0|2022-11-12 07:49:34|2211121055668338584|161820|221112124430245854|647|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****_4cM|信用卡|5603020591235AN|5603020591235AN|
1591216733941673984|消费|65800|0|2022-11-12 07:50:16|2211121060768882239|65800|221112120130251773|263|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****adso|-|5603020591235AN|5603020591235AN|
1591216847741526016|消费|65800|0|2022-11-12 07:50:40|2211121063468204120|65800|221112124530236188|263|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****POeA|-|5603020591235AN|5603020591235AN|
1591216876061470720|消费|161820|0|2022-11-12 07:50:46|2211121064168162772|161820|221112121630243258|647|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****SMCU|-|5603020591235AN|5603020591235AN|
1591216868151017472|消费|8700|0|2022-11-12 07:50:47|2211121063868017848|8700|221112126030240426|35|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****tRX0|-|5603020591235AN|5603020591235AN|
1591216901994856448|消费|24156|0|2022-11-12 07:50:54|2211121064768081400|24156|221112123430250001|97|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****s5DQ|-|5603020591235AN|5603020591235AN|
1591216879005876224|消费|17800|0|2022-11-12 07:50:57|2211121064168921340|17800|221112127030238411|71|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****GE24|-|5603020591235AN|5603020591235AN|
1591217831909793792|消费|112500|0|2022-11-12 07:54:35|2211121086968620537|112500|221112129430247319|450|0|0|0||||WECHAT_PUBLIC|||微信支付|o2mUlw****7m_k|-|5603020591235AN|5603020591235AN|
